rating,review_text,customer
5,"Speed of responding to phone calls. Friendliness, empathy and clarity about the process. It was concurrent with similar from another major investment company so I had a comparison. Your assistants did everything, including the finance transfer, so much quicker and better. Excellent!",Quilter
4,Think there�s room for improvement between yourself and financial advisors and clients ,Quilter
2,Not  going to comment except to say  that  quilter shouldn't be making  decisions about  my. Tax free pension cash. After  all it's  my money ,Quilter
3,Thought withdrawal was prolonged and overcomplicated ,Quilter
5,Simplicity and helpful,Quilter
5,App is easy to use and kept up to date with information. ,Quilter
5,Simple paperwork and good simple app.,Quilter
5,Everything explained fully and clearly ,Quilter
5,Transferred out my pension to a lower cost platform but I would like to thank quilter for their professionalism over many years. The transfer was quick and no issues whatsoever. ,Quilter
5,Quick & easy & staff at the other end of the phone very helpful ,Quilter
5,My request was handled by my Financial Advisor he contacted Quilter on my behalf the process was fairly quick and efficient.,Quilter
5,My Financial Advisor deals directly with Quilter and I have no contact directly with the company.,Quilter
4,"I have no idea how many stars to award because  I can't find anywhere on the Trustpilot site that describes the criteria for each star.  So 4 stars for quick efficient service, as I'd expect from a professional company. ",Quilter
5,Clear process. ,Quilter
5,So easy and quick,Quilter
5, Very efficient and easy to deal with via my Financial Adviser. ,Quilter
5,The app is easy to use and communication and alerts are informative and explain each transaction! I�ve only been using this app for a few weeks but so far so good,Quilter
4,Was ideal to deal with ,Quilter
5,I have never had a problem since Quilter took over my investments,Quilter
5,Easy to contact & discuss my needs.,Quilter
5,The whole process was easy ,Quilter
5,Efficient service. Documentation is clear and complete. Cannot fault them. ,Quilter
5,They make sound investments and have a user friendly app.,Quilter
4,I got my funds OK. ,Quilter
5,Ease of use.,Quilter
4,Efficiently processed my instructions with expert support from my IFA,Quilter
3,I do not wish to add comments to Trust Pilot,Quilter
5,My experience was all the better because the people dealing with us had all the answers and they also had the back up of being very good on computers.,Quilter
4,Fairly simple ISA transfer from another Cash ISA provider to a Quilter S&S ISA,Quilter
5,Really well managed platform and easy to use app,Quilter
4,They were patient with us,Quilter
5,"they understand the need for fast action ,",Quilter
5,Working with my financial advisor made the process very easy.,Quilter
5,Very efficient and informative ,Quilter
2,As per my response in Quiltet  survey. ,Quilter
4,Everything went smoothly for my IFA.,Quilter
5,Simple Straight forward,Quilter
5,Efficient firm,Quilter
4,I withdrew the sum I required within a reasonable time.,Quilter
4, Deal with quilter via my advisor at IP Wealth,Quilter
5,"The whole process was trouble free, efficient and quick.",Quilter
5,They have taken care of my money.,Quilter
5,I am entirely satisfied with the service provided and would have no hesitation in recommending Quilter,Quilter
5,Great service,Quilter
5,"Quilter care and inform me about my financial affairs progress. However, I am reliant on my financial adviser to keep a check on how my finances are performing as time goes past. ",Quilter
5,"The staff were brilliant and answered all my question immediately. Polite, friendly and calm staff.",Quilter
5,Very good app extremely easy to follow. ,Quilter
5,Financial advisor  dealt with this,Quilter
5,Great experience from a great company. I have used Quilter in the many guises for years and highly recommend doing business with them .,Quilter
5,Efficient and easy to use financial platform ,Quilter
5,Easy communication,Quilter
5,Service provided was exactly what I required.,Quilter
3,"Changed platforms on advice of new IFA, largely due to more favourable charges.  Previous platform wrote to me regularly but most of Quilter's correspondence is online and I'm not a fan of that. ",Quilter
3,I would like to have been informed when payments are likely to be recueved,Quilter
5,"Quilter are our Financial advisors preferred partner and as such we have both pensions and investments with them. Each year our investments increase at a level way above what we have experienced in the past with other investment company's. As such, we are more than happy with everything Quilter offers and provides",Quilter
5,The company is a very professional company to deal with ,Quilter
5,Efficient service,Quilter
4,It was great,Quilter
5,"Quilter has staffed its customer service centre properly so there isn't a long wait before you get to speak to a real human being! The individual I spoke to was professional, courteous and knowledgeable. My query (which related to the first time I have withdrawn money from my SIPP) was resolved in a straightforward way.",Quilter
5,"First class on phone experience! Got through immediately, directed to the right department and person. A first class company to be able contact by phone! This makes a change to be able to say that these days!",Quilter
5,"Very good call centre agent, very professional and clarified query with suitable checks on the facts. A good company to deal with compared to some others I have had to cope with. Website is simple to use and works well.",Quilter
5,"Very efficient, knowledgeable and friendly service ",Quilter
5,The quilter team were very quick in getting the transaction dealt with,Quilter
5,Fantastic service over a long number of years. I have had  complete confidence in Quilter and would recommend them to family and friends without a doubt. ,Quilter
5,Customer care is excellent so far,Quilter
5,"Communication and information on the product & process. The detail made the process & status open and transparent. They always advised me in good time, including the App, of relevant changes I needed to be aware of",Quilter
1,The company has proved wholly unresponsive in dealing with what ought to have been a simple problem that has had a fundamental impact on my ability to use the service.  As a consequence I intend withdrawing my funds as soon as practicable.,Quilter
5,Fine easy. Ok. ,Quilter
5,"A model for how a Service Team should work. Why can't other businesses emulate this? Congratulations to all at Quilter, from the training staff to the front-facing team.",Quilter
5,"Quick response Polite helpful and felt cared about, even though my query had  its answers in the documents online!",Quilter
5,Always kept up to date with information & fantastic customer service easy to use app ,Quilter
5,Answer the question I needed be to know ,Quilter
5,"The agent I spoke to was polite, friendly and knowledgeable I was guided through a form which had to be filled in Overall, I was very satisfied with the service received",Quilter
2,I have already spelt this out in your earlier survey,Quilter
5,Excellent comms,Quilter
5,Ok what ever I want they explained. ,Quilter
5,My request was handled professionally and quickly,Quilter
5,everything was conducted efficiently.,Quilter
5,Excellent service ,Quilter
5,"Great company, very good performance ,very helpful staff.",Quilter
5,Useful helpful advice!,Quilter
5,The agent Lewis Harris was polite and informative . ,Quilter
5,Polite and knowledgeable staff. Efficient drawdown process.,Quilter
5,Excellent customer service by Daniel. Simple process for withdrawal of funds from my Quilter pension account. However I also hope for fast payment to be made. ,Quilter
5,Very professional and clear help from their representative ,Quilter
4,Seamless from star to finish.,Quilter
5,"Natalie was efficient, very helpful and had a very cheerful attitude ",Quilter
4,Very easy to understand and quick response ,Quilter
2,"All Financial Services are vital to the UK economy at this time of crisis, so need to be super-efficient. I look forward to Quilter achieving this necessary status.",Quilter
5,Quick and easy to understand ,Quilter
5,They dealt with my enquiry in a very professional manner. Their representative was friendly and helpful in all aspects. ,Quilter
5,"The degree of help I received,",Quilter
5,"Just keep doing what you know best invest our money as we trust yourselves as experts, and as you say just be honest with us then everyone is happy you make money and we make money, don�t forget without investors you have no business so it pays to be transparent and trustworthy thank you Michael",Quilter
5,Prompt response. Clear explanations. Addressing the request and delivering what I needed.,Quilter
4,Satisfied with arrangements,Quilter
5,"Very,very professional in everything they do. They make things clear and provide information that is easy to follow and understand. ",Quilter
5,Very profesional and helpful,Quilter
5,Fast and efficient service. ,Quilter
5,"great service, friendly service ",Quilter
5,Excellent customer service experience. ,Quilter
5,Quilter has an excellent customer service dept. Both courteous and helpful in giving the options available.,Quilter
4,The speed of the process and reasonably easy to follow. I am not computer literate.,Quilter
5,Friendly and very helpful staff advised in a way that was easily understood.,Quilter
5,Speedy service,Quilter
5,App was very easy to set up and works great ,Quilter
5,Polite comprehendible information ,Quilter
5,Excellent service,Quilter
5,Trustworthy.,Quilter
2,Arbitrary amount of money withheld from the sale of funds. No explanation.,Quilter
5,Very good performance and service ,Quilter
1,To understand customers lack of I.T. skills.,Quilter
4,Had good experiences with Quilter. Clear statements and investments are well looked after. The recent app is very useful for quick checking and for making further investments.,Quilter
5,Excellent service and advice throughout ,Quilter
5,This I think is a step too far.  I have already said how satisfied I am with the work that was performed.,Quilter
5,The process from start with my adviser to the finish I /we required was EXCEPTIONAL and I have never dealt with such a helpful and efficient company.,Quilter
5,Straightforward transaction after receiving helpful advice from the Quilter staff member.,Quilter
4,some of the information was unclear,Quilter
5,"Quilter has been a great partner form a performance and service provision, many thanks",Quilter
5,Helpful and professional.,Quilter
5,The simplicity of the system and the help of the advisor ,Quilter
5,"Efficient , informative and timely",Quilter
5,It was a very well organised process and stright forward ,Quilter
5,"Brilliant website, concise and well designed ",Quilter
5,My instructions were carried out speedily and professionally with documents issued supporting the transaction.,Quilter
3,The company did a reasonable job on the long term but I was disappointed by the amount of charges and fees that had to be paid. I requested an investigation into the fees but nothing materialised from this. ,Quilter
5,Good and helpful advice and assistance,Quilter
5,"Clear instructions, prompt response. No problems.",Quilter
5,The process was simple ,Quilter
5,"So far very easy to deal with, although most of the transaction process was done through my Financial Advisor.",Quilter
4,Very good and efficient will excellent products,Quilter
4,"Straightforward, not evasive or technical in the answer.",Quilter
5,Quilter provided an efficient professional approach throughout the setting up process working closely alongside my IFA ,Quilter
5,Very good transaction from start to finish ,Quilter
5,Experience was straight forward and easy to follow. I would normally prefer to speak to someone about my request but in this case the Quilter app covered all aspects clearly.,Quilter
5,Great response from the call centre and the online platform is really easy to use. ,Quilter
5,Our advisor was extremely pleasant and approachable. He was able to clearly explain every step in clear language. We feel confident now that our future financial security is in good hands.,Quilter
5,Easy and convenient via my financial adviser,Quilter
1,Took over a month to transfer a simple ISA with Quilter providing the wrong information to existing ISA provider on 4 seperate occasions despite being told they put incorrect information on the form they sent ,Quilter
5,Friendly helpful staff sorted everything out and kept it simple. ,Quilter
5,Got good advice from financial advisor only my first week no profit yet hope this will change soon.,Quilter
4,A relatively straightforward transaction was carried out as expected.,Quilter
5,Superb company to deal with,Quilter
5,Easy transaction ,Quilter
1,Quilter�s inefficiency and slowness over a number of weeks to action a request to close and transfer out my SIPP to my new chosen provider cost me a significant amount of money in lost profits at a time of a sharply rising equity market. ,Quilter
1,I have already explained above.  Complete waste of my time and Quilter's as it is impossible to talk to the payroll dept to put a very simple question.,Quilter
4,The agent was very helpful and patient with my query ,Quilter
1,send the form via email they said they would on the call.,Quilter
5,All issues dealt with smoothly efficiently and promptly,Quilter
4,"The voice to voice contact is great, the written instructions could be better.",Quilter
5,"Quilter provided the necessary documentation and assistance in a reliable, helpful and informative manner.",Quilter
5,Very professional service ,Quilter
1,"Not enough communication, slow at processing requests",Quilter
5,Easy to follow ,Quilter
5,Query answered quickly,Quilter
5,"The query i had this morning was handled in a polite and professional manner,any time i've spoke to a customer service agent nothing is ever of any bother to them",Quilter
3,"Correction, total length of call was just under 19 minutes (but felt like half an hour) so I'm happy to correct original post.",Quilter
5,"Unlike most customer service experiences, Quilter responses are speedy, focused and empathic.  Issues are clarified in a friendly and understanding way. I have always had my enquiries resolved and information about moving forward given before the call end.",Quilter
5,Excellent communication and knowledge ,Quilter
5,Sound financial advice and helpful advisor.  Very pleased with their service.,Quilter
5,Josh was very professional ,Quilter
5,"This experience on the telephone was prompt, helpful and courteous. Excellent customer service",Quilter
5,Answered the phone in a timely manner Jacob was knowledgeable and friendly ,Quilter
3,"Have to phone each time you want to draw down, they need to bring their process up to date and use the app to allow people to verify and do the draw down, very old hat and time wasting.  I understand about the legal obligations you have, but there does not have to be a phone call first, all that you have said as to what you�re required to do, can be though the app. The phone call is a waste of time and pointless, the phone call could be an option for people but not a requirement. ",Quilter
5,Positive experience with Quilter,Quilter
4,Quilter provide knowledgable staff who have all the answers available for queries. They speak clear English to help make calls concise and conclusive.,Quilter
5,"Quilter has an onshore call centre, with clear lines, manned by intelligent and helpful people. The mere fact that they have a good onshore call centre is a conclusive reason for using this firm. I try hard to avoid firms with offshore call centres, but regrettable it isn't always possible. Offshore call centres are a great way to to raise customers blood pressure.",Quilter
5,A quick and understanding response,Quilter
5,request handled by my financial advisor dealt with quickly ,Quilter
5,Hassle free ,Quilter
5,Excellent support from trusted Financial Adviser.  Business matters dealt with efficiently and speedily Online service available should that be customers' preferred option. ,Quilter
5,Very prompt processing of my transaction ,Quilter
5,Objectives were achieved simply and efficiently ,Quilter
4,fairly good,Quilter
5,Easy to carry out a withdrawal on line. Instructions were clear and easily followed,Quilter
5,I used the Quilter app which was quick and easy to use and complete my transaction,Quilter
5,"Quilter were very helpful with my inquiry. I have no complaints, a great service was provided by the member of staff",Quilter
5,"After getting through and speaking to a representative, the process was handled professionally.",Quilter
3,Transactions were tedious and littered with 'finance speak'. Withdrawing was clearly designed to dissuade you from doing so with forms overbearing. I felt that the leaving process was not that easy and took far too long to complete. I make this statement in comparing these with other financial institutions that I deal with.,Quilter
5,As aways my agent is always very polite and extremely helpful. ,Quilter
4,"No comment, not sufficient experience",Quilter
4, A straightforward process that worked - good to have our financial advisor plus team involved.  It all went well.,Quilter
5,I had to contact Quilter Customer Service regarding an issue highlighted by them regarding one of my accounts.  Within a few minutes my query had been answered and all ended well. I've always found Quilter to be most helpful.,Quilter
4,Dealt with promptly ,Quilter
5,I reviewed my finances and decided I needed a cash injection and to draw down more cash monthly. Discussed it with my Financial Advisor who sorted everything out  ,Quilter
5,We gave quilter our request and they carried it out to our satisfaction ,Quilter
5,"Payment into your bank is much quicker than it used to be, making it more convenient ",Quilter
5,Quilter is a very easy company to deal with. Any transactions we�ve carried out with them were straightforward and handled efficiently and quickly.,Quilter
5,Its honesty and clarity,Quilter
1,Im not amused.,Quilter
5,My interaction is through my Financial Advisor who raises requests to Quilter I then receive appropriate communication confirming my request and further communication to confirm my request has been actioned. ,Quilter
5,Good platform and appears well managed. Returns are good so far. I access it every day via an App and see performance.,Quilter
5,"Very professional, competent service",Quilter
4,Very good platform ,Quilter
5,The company completed this query in a very professional way ,Quilter
2,Slow and confusing,Quilter
5,Great management of funds Super advice Very easy to deal with and understand ,Quilter
5,Sam was very professional and explained everything concisely  This made the experience enjoyable and fulfilling,Quilter
5,Very efficient and easy to understand all aspects of the business,Quilter
4,Smooth transaction and informative paperwork,Quilter
5,Easy peasy transaction,Quilter
5,Simple effective high quality of service ,Quilter
5,Set up my initial system - very easy to undertake.,Quilter
5,"Knowledgeable, helpful and friendly call handlers. Great performance in my investments. Clear and easily navigable website.",Quilter
5,Very helpful operative who answered all my questions and gave me the help I was looking for.,Quilter
5,Everything was sorted quickly and efficiently and explained clearly ,Quilter
4,The pension funds were transferred and crystallised in an efficient and timely manner. I received progress updates throughout the process.,Quilter
5,Already covered this.,Quilter
5,"Stephen was thorough, patient and professional. He clearly understood what I needed and ensured I was satisfied as we progressed.",Quilter
5,Very helpful and answered my question.,Quilter
5,The adviser was professional friendly and patient he took the time to make sure I understood the actions being taken to resolve my query ,Quilter
5,My enquiry and subsequent request was dealt with in a friendly and efficient manner.,Quilter
5,"What made my experience very good whilst asking for some info from Quilter, was that the member of staff with whom I spoke listened well to my queries and gave me accurate and understandable information to assist in resolving my question",Quilter
1,Who is Balvinder I did not have any conversation with this person?,Quilter
5,They are very professional and keep you informed. They follow up.,Quilter
5,They handled my request in a very professional way relieving me of any stress ,Quilter
5,Reassuring talk with the agent who steered me through the proper approach to my fund and how to use Quilter�s online process for access to my monies,Quilter
5,"Pleasure to deal with, easy and professional service.   Every time I deal with Quilter I�m always impressed with them.  Real shame other Companies can�t provide the same high levels of service.  ",Quilter
3,"It's imperative that security is paramount, so I'd would advise anyone to make sure Quilter can identify you as you before you attempt to get your hands on your money. Their on-line portal is good but they seem to be lagging behind when it comes to id verification. They do not use apps that scan your passport chip (for e.g.) and that means you either have to post them the original or pay a solicitor to verify a copy of it, and send that. The turnaround of information therefore takes far longer than it should.",Quilter
5,"Quick response, detailed information provided by agent.",Quilter
5,Great customer service,Quilter
5,Very satisfied with procedure.,Quilter
4,"It was easy to set up my account, in that much of the background work was done by my financial advisor.",Quilter
5,"I find this company easy to communicate with, and quick to respond and be directed to the right options. I get straightforward guidance and information from them which help me make my choices. ",Quilter
5,"My call was answered almost immediately, a good start, and my request for hard copy of some documents was met with a positive response and dealt with while I was on the phone.  ",Quilter
4,Got my money ,Quilter
5,"It�s nice to get to speak to a friendly,  polite & knowledgeable agent which is very rare these days with company�s. Also the phone was answered quickly ",Quilter
5,Knowledgeable and efficient ,Quilter
4,N A. As before,Quilter
1,Problem not resolved and no call back as promised ,Quilter
5,"Processing an un-advised self-service drawdown, the initial call was answered very quickly, the process after that is dominated by pensions regulation, getting the documents through the document centre on the app is very good!",Quilter
5,My adviser is great,Quilter
5,Pleased with performance and outcome over year.,Quilter
5,Excellent customer service from end to end.Great knowledge and support.,Quilter
5,Easy and straightforward platform to use to feel in control and informed about my financial well-being,Quilter
5,Great customer service ,Quilter
5,Easy to follow instructions and answers.,Quilter
5,"Customer Service agent Oliver Cross was very patient, clear and understood what I wanted to do. Service was very good. ",Quilter
5,"Good communication! Clear, with an excellent app.",Quilter
5,Very thorough always there  if you need anything ,Quilter
5,"Good performance, reasonable fees, great customer service.",Quilter
2,I have just completed a survey indicating my feelings. I do not wish to repeat the comments,Quilter
4,Sound and clearly understood customer attention when I phoned. In good time I shall set up online for customer service.,Quilter
5,Great service with plenty of updates and correspondence to make it as simple as possible ,Quilter
1,Fees charged were too great and exceeded any profits in the first years.  We can get better and safer returns elsewhere as it took several years to return our investments to where they started.  Quilter still have some of my money and why its has not been paid over to me straight  away is unclear - but most communication with Quilter is opaque and/or unclear,Quilter
2,Mistake made by Quilter but no apology or explanation was received. Therefore better communication would have helped,Quilter
5,I made a deposit with this Company through my financial adviser. The transaction was easy and fast,Quilter
5,great App and confidence in the Company ,Quilter
5,Quick and easy,Quilter
5,Money withdrawal was explained and it all felt safe,Quilter
5,"I was very satisfied with my overall experience with Quilter. The service was professional, and I felt supported throughout the entire process. The communication from Quilter was very effective. I received timely updates and clear explanations, which helped me feel confident in the decisions being made.""",Quilter
5,"Customer care, politeness, knowledgeable about product, swiftness in dealing with customers and backing up with written information about progress of finance.",Quilter
5,My transaction very simple from start to finish very using my financial adviser ,Quilter
5,Professional and customer focused ,Quilter
3,"Standard tax payer, Drawdown Overtaxed, disappointed. ",Quilter
5,Great company to do business with and always keep you informed with the latest updates.,Quilter
5,A straight forward professional process without any hassle,Quilter
3,"Liked the security approach. DIsliked the voulme of e mails and sheer depth of undersanding reuired. To the extent that if I need information I am happier to consult my finanial adviser to interpret and advise, which is what he's there for. I do have extensive experience of commercial systems but some of the Quilter system is hard going.",Quilter
5,I found it very professional and helpful the advisor was excellent ,Quilter
5,Very efficient in dealing with enquiries.,Quilter
5,Very efficient company to deal with (via my IFA).,Quilter
5,"A well organised, clear, professional fund management service which is ideal for serious, active investors with some knowledge and interest in activily managing their savings. Ideal for those with a decent sized ISA fund.",Quilter
5,"We trust the management of our pensions to Quilter, having been with them for many years. ",Quilter
5,The professionalism.,Quilter
5,My advisors was very helpful explained it all in easy English that I could understand ,Quilter
5,Easy and fuss free ,Quilter
5,Did what I asked in good time,Quilter
5,Quilter are always efficient and easy to work with.,Quilter
5,"Quick, efficient and effective ",Quilter
5,A very quick and informative service. ,Quilter
5,Very polite & a speedy outcome! Well done!,Quilter
5,"Quilter always make everything easy , have never had any issues when dealing with them ,and astounded how quickly they answer calls ",Quilter
5,I give Quilter 5 stars after speaking with Katie who was able to answer all my questions very happily I might add. There website is great and there business is solid. But you can't beat speaking to another person who listens...,Quilter
5,Plain English for conversation and documents. ,Quilter
5,Fast and efficient service. Information provided was clear ,Quilter
5,Quilter  was very  helpful  with my transaction  especially  as I don't do online  like quite a few older people ,Quilter
5,Simple and swift execution of funds,Quilter
5,Contact agent very courteous and helpful.,Quilter
5,I have explained in my responses already,Quilter
1,Hours a day on the phone to no avail ! Misinformed time and time again.  Complaints made to managers and departments lead to usual excuses and repeated guarantees of completion that day all being clearly untrue ! Must be Aegon.,Quilter
3,The whole procedure was awful.,Quilter
4,Professional,Quilter
5,A human who understood  not everyone wants to be ruled by computers.,Quilter
5,Advice given re access to important information very useful.,Quilter
5,The company took took time to make me feel at ease and listened to me.  Service exceeded my expectations and it was pleasurable speaking to someone and not having to go through an automated computer system,Quilter
5,Helpful and understanding agent,Quilter
4,"Friendly, helpful and competent agents. Somewhat lengthy wait times on one occasion.",Quilter
5,Got a clear explanation on what I required regarding a change to my drawdown pension.,Quilter
4,the whole thing was fine,Quilter
5,"This relates to telephone conversation. Polite, friendly, very clear. Problem fully sorted.",Quilter
5,"Once again, very responsive and professional service from Quilter",Quilter
5,Employing the correct people for the job and giving them the proper training,Quilter
2,Still don�t have the numbers ,Quilter
4,Quick and efficient ,Quilter
5,We were very pleased with the way we were looked after with the friendly and professional service given by our advisor.,Quilter
5,Quick and Efficient,Quilter
5,Fast efficient.  Long term see how the funds hold up. That is the important bit..,Quilter
5,Portal quick and easy to use. Transactions happened quickly. A good experience overall. ,Quilter
4,Very professional and efficient. ,Quilter
5,Easy to understand everything quick and easy.,Quilter
5,Fast and efficient!,Quilter
4,My experience was great - very efficient,Quilter
5,Quick efficient and informative,Quilter
5,Haveing only joined Quilter for a short time we have been impressed so far ,Quilter
5,There was no delay in dealing with my request. Quick and simple,Quilter
5,Good customer service. Good at keeping me up to date and reminding me when my input is needed ,Quilter
4,"Setting up an online account was easy, but initiating a withdrawal for the first time from my account was more time consuming. Hopefully now the online account is set up, withdrawals will be simpler",Quilter
4,It is doing well so to help you  boost your money & make it profitable,Quilter
5,Request dealt with efficienty,Quilter
5,Everything I needed was done ,Quilter
1,Impossible to organise a simple self serve transaction.,Quilter
5,Quilter have made us feel very comfirtable with our savings and the Mobile App is a great piece of comfort.,Quilter
4,"They are quick and professional , and don�t delay",Quilter
4,Content with service,Quilter
5,Quilter keep you informed on your investments from day one with a smooth transaction from the beginning. ,Quilter
5,Easy accessible up to date information on a daily basis.,Quilter
5,"Did the job, no problems",Quilter
5,We received  excellent  service  from the company and we highly recommend  them,Quilter
5,Easy to use Secure Can do on App,Quilter
5,Very easy to do a withdrawal. No fuss and very clear instructions.,Quilter
4,Very good experience from start to finish with one minor suggestion that Quilter make very clear the appropriate link to click on in order to complete the initial questionnaire.,Quilter
1,"Quilter is so incompetent that it can set you up without having your correct date of birth. They got in touch to check DoB details after they've transferred funds. How does that work?! Absolute idiots. This company is pond slime. I had my doubts but gave my IFA the benefit...  I'll be reviewing the situation and making sure my future is in the hands of people that understand the basics.  I'm sure this review will get some dreadful corporate response that won't change anything, least of all my opinion.  ",Quilter
5,Professional and efficient ,Quilter
5,Ran smoothly & quick,Quilter
5,I like being in control of my funds by the Quilter App and Website. ,Quilter
5,Very good for me and was simply great ,Quilter
1,"I had �200000 invested for 3 yrs , which only earned �1000 in the last few months  But Quilter were happy to charge me thousands in fees each year ",Quilter
5,They are very attentive and good at what they do it's just some of the rules that confound,Quilter
5,"For someone of my advanced age, the world of finance is not easy to fully understand.  I have invested with Quilter and their predecessors for some time. On the rare occasion I needed advice they have always been understanding and explained the issues very clearly.",Quilter
5,The agent I spoke with was polite and professional. She came across as very knowledgeable and quickly provided me with the information I needed.,Quilter
4,"Pretty straightforward however not sure why funds could not be transferred internally rather than to me then back to Quilter albeit to a different type of investment.  Maybe it�s financial law.  Anyway, all fine in the end.  ",Quilter
5,"Always friendly, helpful and efficient.",Quilter
5,Extremely professional and helpful staff. ,Quilter
5,Polite helpful service .,Quilter
4,Prompt service. Thorough. Professional. ,Quilter
5,did what I expected with no negatives ,Quilter
5,Very helpful and clear advice,Quilter
5,Always helpful and they do what they say they can do ,Quilter
5,The Quilter team were proffessional and attentive to my queries and ,Quilter
5,excellent service,Quilter
5,Great service and very helpful on the phone's can not do enough for you. ,Quilter
5,Easy of transaction.,Quilter
5,Query answered quickly and achieved outcome I hoped for,Quilter
4,Documentation was clear. Instructions to get on line were easy to follow. Slight delay between notification that my account had been set up and receipt of codes to enable on-line access.,Quilter
5,Quick and easy good information money in my bank quickly,Quilter
5,Excellent customer service . ,Quilter
5,Quilter are very keen to deliver quality customer service.,Quilter
5,The person I spoke to knew exactly what I needed and dealt with it quickly and efficiently,Quilter
5,"Staff are very helpful, they let you explain your situation and work around it to make your experience alot easier to understand and know your pension or other financial accounts in my opinion very professional.",Quilter
5,"Call centre response was quick. Friendly, efficient, and professional staff.",Quilter
4,Simple procedures and prompt transactions,Quilter
5,"David was extremely, friendly  knowledgeable about my situation and understood  and explained how we can get help to use the app for on line correspondence ",Quilter
5,Provided prompt and accurate answers to my questions..,Quilter
5,A Very efficient professional company to deal with.,Quilter
5,Very pleased with my interaction with agent on the telephone. He explained the process in detail which allowed me to conduct my business quickly and without delay.,Quilter
3,           Problem resolved but not a good experience                                                                                                 ,Quilter
5,Very efficient ,Quilter
5,"'Quilter' must be the third or fourth name-change since I started using this organisation to handle my pension fund.  Previously, I've kept them at arms-length by going through a Financial Adviser even for minor tasks.  On this occasion (drawing down a sum to pay for improvements to a son's house) my FA suggested I should call Quilter direct.  Frankly, I expected a tiresome and frustrating experience handled by someone in a long-distance call-centre, or operating from their kitchen table.  Quite otherwise; the call almost had the feel of a face-to-face appointment with a bank manager, in the days when banks had local branches and walnut-lined offices and handshakes.  ",Quilter
5,Excellent customer services provision,Quilter
5,The process was very well thought out and the information was easy to understand. The results of the risk assessment supported the proposed investment strategy. The transfer of the top up funds was very easy and confirmation was received. ,Quilter
5,"Courteous, professional, knowledgeable, customer-friendly.",Quilter
5,Through our financial advisor Quilter is proving to be easy to deal with. Correspondence and information is easy to understand. ,Quilter
5,"Patient, kind & very professional Customer Services.  Top class!!",Quilter
1,Your constant push to force clients "on line" will force people like me away.,Quilter
1,Quilter did not complete my request in a timely manner and consequently I now have a problem that Quilter told me to resolve myself.,Quilter
5,Dealt with my query straight away ,Quilter
5,Excellent service,Quilter
4,Helpful thanks ,Quilter
5,To be honest my financial advisor carried out my transactions.,Quilter
5,"I was dealt with very quickly, no hanging on line for ages. My problem was immediately addressed and I was reassured that everything was in order which put my mind at ease. ",Quilter
4,I am new. It is too soon to say whether they will perform well.,Quilter
5,Transactions were completed accurately and fairly promptly,Quilter
5,Speed and simplicity ,Quilter
4,Not completing,Quilter
5,"As always the staff are very helpful, friendly and professional ",Quilter
5,Quick and easy to deal with.,Quilter
5,The speed of execution ,Quilter
5,Excellent service ,Quilter
5,A professional company who understood our needs. Their financial advisor was top rate and understood our investment strategy. They managed a very good return on our investment.,Quilter
5,"Exemplary service and support from my financial advisor, Robert Beevor, and Quilter ",Quilter
5,Very easy to follow ,Quilter
5,Dealt with speedily,Quilter
5,A professional & efficient service regarding a  recent financial transaction.,Quilter
5,Through our Financial Adviser we have found Quilter to be quite straight forward and professional.,Quilter
5,Uncomplicated service ,Quilter
5,�fficient and prompt ,Quilter
4,All ok Quite easy to navigate round the web site ,Quilter
5,All the paperwork was done for me and left in there hands to sort out ,Quilter
5,did what I wanted no fuss,Quilter
5,Professional attitude. Security taken seriously. Helpful telephone conversations.,Quilter
5,very helpfull,Quilter
5,Documents were easy to find in the app during the whole process,Quilter
5,Processed a request for draw down of funds quickly and efficiently and updated me throughout the whole process ,Quilter
5,Quilters response was very prompt in dealing with my request,Quilter
5,Quick and easy transaction ,Quilter
5,Excellent company,Quilter
4,Easy to understand,Quilter
3,This company which is an investment wealth company is not very keen on contacting clients and telling them what they need to know. I have been passed from pillar to post and back again by this company to a financial company and in all honesty I am NOT  impressed ,Quilter
5,"The politeness of staff, eager to help, very knowledgeable, a pleasure to call Quilter.",Quilter
5,Quick response knowledgeable ,Quilter
5,Professional and courteous ,Quilter
5,Extremely professional and friendly .,Quilter
5,Very helpful and precise,Quilter
3,My latest experience was to follow up a previous contact. This second conversation with a different representative established that I appeared to have been originally provided with only limited information. This has caused a delay to my requirements. Consistency in support with the same representative handling cases from start to conclusion would resolve this issue.,Quilter
5,Dealt with efficiently and professionally.,Quilter
5,Because I got a positive answer to my question.,Quilter
5,"Absolutely brilliant customer service !  Quick to get through to an adviser who was very knowledgeable, efficient and friendly - Quilter communications and their online platform are very clearly and intuitively laid out.",Quilter
4,"Jamie was quick, professional yet friendly and approachable",Quilter
5,"Service and speed, together with politeness.",Quilter
4,My issue was sorted quickly ,Quilter
4,"My financial advisor recommended Quilter products that he thought suited my risk profile and ethical investment assessment. I am not a sophisticated active investor. Rather, i just wanted to do something sensible to at least maintain the value of my cash asset for the next 5 years. I am happy to accept my Advisors recommendation that Quilters and their products are reputable and safe. ",Quilter
5,A request for a small drawdown from my pension pot was completed smoothly and quickly.,Quilter
5,I made my choice and they helped me through.,Quilter
5,Efficient responses to my questions,Quilter
5,All was easy ,Quilter
5,Quilter were quick and efficient in dealing with my finances ,Quilter
